bikky_location_id,brand,name,address,url,latitude,longitude,mon_open,mon_close,tue_open,tue_close,wed_open,wed_close,thur_open,thur_close,fri_open,fri_close,sat_open,sat_close,sun_open,sun_close,currently_open
33,Bareburger,Hell's Kitchen,"366 West 46th Street, New York, NY 10036",https://order.bareburger.com,40.7606759,-73.9903467,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,1
34,Bareburger,Hoboken,"515 Washington Street, Hoboken, NJ 07030",https://order.bareburger.com,40.742694,-74.0290701,12:00,20:00,12:00,20:00,12:00,20:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,1
35,Bareburger,Laguardia,"535 LaGuardia Place, New York, NY 10012",https://order.bareburger.com,40.7282767,-73.9982132,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,1
36,Bareburger,Long Island City,"48-19 Vernon Blvd, Long Island City, NY 11101",https://order.bareburger.com,40.7434965,-73.9536344,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,1
37,Bareburger,Middle Neck Road,"32 Middle Neck Road, Great Neck, NY 11021",https://order.bareburger.com,40.787406,-73.728463,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,1
38,Bareburger,Montclair,"480 Bloomfield Ave, Montclair, NJ 070042",https://order.bareburger.com,40.814238,-74.218319,12:00,20:00,12:00,20:00,12:00,20:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,1
39,Bareburger,Morristown,"11 South Street, Morristown, NJ 07960",https://order.bareburger.com,40.7958138,-74.4810113,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,1
40,Bareburger,Mt Kisco,"445 Main Street, Mt Kisco, NY 10549",https://order.bareburger.com,41.195061,-73.7248718,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,1
41,Bareburger,Murray Hill,"514 3rd Ave, New York, NY 10016",https://order.bareburger.com,40.7461519,-73.9781321,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,1
42,Bareburger,Orchard Street,"173 Orchard Street, New York, NY 10002",https://order.bareburger.com,40.721629,-73.988649,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,1
43,Bareburger,Philadelphia,"1109 Walnut Street, Philadelphia, PA 19107",https://order.bareburger.com,39.9488833,-75.1597127,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,1
44,Bareburger,Plainview,"399 S Oyster Bay Road, Plainview, NY 11803",https://order.bareburger.com,40.7834382,-73.5027204,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,1
45,Bareburger,Port Washington,"42 Main Street, Port Washington, NY 11050",https://order.bareburger.com,40.8305992,-73.6863434,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,1
46,Bareburger,Ridgefield,"38 Danbury Road, Ridgefield, CT 06877",https://order.bareburger.com,41.2899532,-73.4971236,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,1
47,Bareburger,Ridgewood,"15 E Ridgewood Ave, Ridgewood, NJ 07450",https://order.bareburger.com,40.9798167,-74.1198083,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,1
48,Bareburger,Rockville Center,"235 Merrick Road, Rockville Centre, NY 11570",https://order.bareburger.com,40.656587,-73.6470893,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,1
49,Bareburger,Rye,"50 Purchase Street, Rye, NY 10580",https://order.bareburger.com,40.9833955,-73.6845532,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,1
50,Bareburger,Stamford,"21 Harbor Point Road, Stamford, CT 06902",https://order.bareburger.com,41.0408924,-73.5431299,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,1
51,Bareburger,Washington D.C.,"1647 20th Street, NW, Washington D.C., 20009",https://order.bareburger.com,38.9124398,-77.0446295,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,12:00,21:00,1
52,Bareburger,Woodcliff Lake,"455 Chestnut Ridge Road, Woodcliff Lake, NJ, 07677",https://order.bareburger.com,41.0424233,-74.0745831,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,1
53,Brine Chicken,Chelsea,"106 8th Ave, New York, NY 10011",https://www.brinechicken.com/,40.740607,-74.001619,11:30,22:00,11:30,22:00,11:30,22:00,11:30,22:00,11:30,22:00,11:30,22:00,11:30,22:00,1
54,Brodo Broth,East Village,"200 1st Ave, New York, NY 10009",https://order.brodo.com/order/,40.730069,-73.983224,8:00,20:00,8:00,20:00,8:00,20:00,8:00,20:00,8:00,20:00,9:00,20:00,9:00,20:00,1
55,Brodo Broth,SOHO ,"236 Lafayette St, New York, NY 10012",https://order.brodo.com/order/,40.722586,-73.997197,8:00,20:00,8:00,20:00,8:00,20:00,8:00,20:00,8:00,20:00,9:00,20:00,9:00,20:00,1
56,Brodo Broth,Upper East Side,"1246 Lexington Ave, New York, NY 10028",https://order.brodo.com/order/,40.778226,-73.956731,8:00,20:00,8:00,20:00,8:00,20:00,8:00,20:00,8:00,20:00,9:00,20:00,9:00,20:00,1
57,Brodo Broth,Upper West Side,"2144 Broadway, New York, NY10023",https://order.brodo.com/order/,40.781088,-73.980814,8:00,20:00,8:00,20:00,8:00,20:00,8:00,20:00,8:00,20:00,9:00,20:00,9:00,20:00,1
58,Brodo Broth,West Village,"496 Hudson St, New York, NY 10014",https://order.brodo.com/order/,40.732889,-74.006139,8:00,20:00,8:00,20:00,8:00,20:00,8:00,20:00,8:00,20:00,9:00,20:00,9:00,20:00,1
59,by Chloe,BACK BAY,"399 Boylston Street, Boston, MA 02116",https://order.eatbychloe.com/order/,42.3518033,-71.0721548,10:30,22:00,10:30,22:00,10:30,22:00,10:30,22:00,10:30,22:00,10:00,22:00,10:00,22:00,1
60,by Chloe,FENWAY,"100 Van Ness Street, Boston, MA 02215",https://order.eatbychloe.com/order/,42.344669,-71.100085,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,10:00,21:00,10:00,21:00,1
61,by Chloe,ONE TOWER BRIDGE,"One Tower Bridge, 6 Duchess Walk, London SE1 2SD",https://order.eatbychloe.com/order/,51.5038676,-0.0770327,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,23:00,10:00,23:00,10:00,22:00,1
62,by Chloe,SEAPORT,"107 Seaport Blvd, Boston, MA 02210",https://order.eatbychloe.com/order/,42.351197,-71.045196,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,10:00,21:00,10:00,21:00,1
63,by Chloe,THE O2,"The O2, Ground Floor, Peninsula Square, London SE10 0DX",https://order.eatbychloe.com/order/,51.5024221,0.0001029,10:00,20:00,10:00,20:00,10:00,20:00,10:00,22:00,10:00,22:00,10:00,22:00,12:00,18:00,1
64,by Chloe,TORONTO,"Yorkdale Shopping Centre, 3401 Dufferin St.,Toronto, ON,M6A 2T9",https://order.eatbychloe.com/order/,43.7251083,-79.4528087,11:00,19:00,11:00,19:00,11:00,19:00,11:00,19:00,11:00,19:00,11:00,19:00,11:00,19:00,1
65,by Chloe,UNION SQUARE WEST,"34 East 16th Street, New York, NY 10003",https://order.eatbychloe.com/order/,40.7365949,-73.9914235,10:30,22:00,10:30,22:00,10:30,22:00,10:30,22:00,10:30,22:00,10:30,22:00,10:30,22:00,0
66,by Chloe,COVENT GARDEN,"Drury House, 34-43 Russell Street, London WC2B 5HA",https://order.eatbychloe.com/order/,51.513579,-0.120373,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,1
67,by Chloe,FASHION DISTRICT,"1385  Broadway, New York, NY 10018",https://order.eatbychloe.com/order/,40.752992,-73.987749,10:30,21:00,10:30,21:00,10:30,21:00,10:30,21:00,11:00,17:00,11:00,17:00,10:30,21:00,0
68,by Chloe,FLATIRON,"60 West 22nd Street, New York, NY 10010",https://order.eatbychloe.com/order/,40.741974,-73.992919,7:30,22:00,7:30,22:00,7:30,22:00,7:30,22:00,7:30,22:00,10:00,22:00,10:00,22:00,1
69,by Chloe,MIDTOWN EAST,"630 Lexington Avenue, New York, NY 10022",https://order.eatbychloe.com/order/,40.759172,-73.971148,10:30,21:00,10:30,21:00,10:30,21:00,10:30,21:00,10:30,21:00,,,,,0
70,by Chloe,OXFORD CIRCUS,"4-5 Langham Pl, Marylebone, London W1B 3DG",https://order.eatbychloe.com/order/,51.517644,-0.142741,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,21:00,1
71,by Chloe,ROCK CENTER,"1 Rockefeller Plaza, New York, NY 10020",https://order.eatbychloe.com/order/,40.757738,-73.978893,7:00,22:00,7:00,22:00,7:00,22:00,7:00,22:00,7:00,22:00,10:00,22:00,10:00,22:00,1
72,by Chloe,SEAPORT DISTRICT,"181 Front Street, New York, NY 10038",https://order.eatbychloe.com/order/,40.706535,-74.004135,11:30,22:00,11:30,22:00,11:30,22:00,11:30,22:00,11:30,22:00,10:00,22:00,10:00,22:00,1
73,by Chloe,SILVER LAKE,"2520 Glendale Blvd, Los Angeles, CA 90039",https://order.eatbychloe.com/order/,34.1029543,-118.2584421,8:00,23:00,8:00,23:00,8:00,23:00,8:00,23:00,8:00,23:00,8:00,23:00,8:00,23:00,1
74,by Chloe,SOHO,"240 Lafayette Street, New York, NY 10012",https://order.eatbychloe.com/order/,40.722779,-73.997224,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,10:00,22:00,1
75,by Chloe,THAYER STREET,"223 Thayer Street, Providence, RI 02906",https://order.eatbychloe.com/order/,41.827784,-71.400423,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,1
76,by Chloe,WEST VILLAGE,"185 Bleecker Street, New York, NY 10012",https://order.eatbychloe.com/order/,40.729243,-74.000919,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,10:00,23:00,10:00,23:00,0
77,by Chloe,WILLIAMSBURG,"171 N 3rd Street, Brooklyn, NY 11211",https://order.eatbychloe.com/order/,40.715216,-73.959365,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,10:00,23:00,10:00,22:00,1
78,Dig Inn,11 Penn Plaza,"11 Penn Plaza, New York, NY 10001",https://www.diginn.com/order/,40.749089,-73.991399,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,,,,,0
79,Dig Inn,127 4th Ave,"127 4th Avenue, New York, NY 10003",https://www.diginn.com/order/,40.733175,-73.989714,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,0
80,Dig Inn,709 Lex,"709 Lexington Avenue (Between E 57th Street and E 58th Street),New York, NY 10021",https://www.diginn.com/order/,40.76111,-73.968642,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,21:00,0
81,Dig Inn,Back Bay,"557 Boylston Street (Between Dartmouth St and Clarendon St),Boston, MA 02116",https://www.diginn.com/order/,42.350725,-71.075992,10:30,22:00,10:30,22:00,10:30,22:00,10:30,22:00,10:30,22:00,10:30,22:00,10:30,22:00,1
82,Dig Inn,Broad Street,"80 Broad Street (Between Stone and Marketfield),New York, NY 10004",https://www.diginn.com/order/,40.704342,-74.01179,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,,,,,0
83,Dig Inn,Brookfield,"225 Liberty Street (at Hudson Eats),New York, NY 10281",https://www.diginn.com/order/,40.712103,-74.01515,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,,,0
84,Dig Inn,Bryant Park,"1155 6th Avenue (Between W 44th St and W 45th St),New York, NY 10036",https://www.diginn.com/order/,40.75667,-73.983421,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,0
85,Dig Inn,Columbia,"2884 Broadway (Between 112th St and 113th St),New York, NY 10025",https://www.diginn.com/order/,40.805564,-73.965347,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,1
86,Dig Inn,Downtown Crossing,"277 Washington Street (Between School St and Water St),Boston, MA 02108",https://www.diginn.com/order/,42.357613,-71.058389,10:30,21:00,10:30,21:00,10:30,21:00,10:30,21:00,10:30,21:00,11:00,21:00,11:00,21:00,0
87,Dig Inn,Garment District,"1407 Broadway (Between 7th and Broadway (Entrance on 38th)),New York, NY 10018",https://www.diginn.com/order/,40.753436,-73.987427,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,,,,,0
88,Dig Inn,Harvard Square,"82 Mt. Auburn (On the corner of Mt. Auburn and Dunster Street),Cambridge, MA 02138",https://www.diginn.com/order/,42.372173,-71.119553,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,0
89,Dig Inn,Herald Square,"463 7th Avenue (Between W 35th St and W 36th St ),New York, NY 10018",https://www.diginn.com/order/,40.751766,-73.989812,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,12:00,21:00,12:00,21:00,0
90,Dig Inn,Hudson Square,"350 Hudson Street (Between King St and Charlton St),New York, NY 10014",https://www.diginn.com/order/,40.727677,-74.006785,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,0
91,Dig Inn,Lenox Hill,"1319 1st Avenue (Between E 70th St and E 71 St),New York, NY 10021",https://www.diginn.com/order/,40.767115,-73.956895,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,1
92,Dig Inn,Madison Park,"16 East 23rd Street (Madison Ave and 23rd St),New York, NY 10010",https://www.diginn.com/order/,40.740748,-73.988311,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,1
93,Dig Inn,Midtown East,"150 East 52nd Street (Between Lexington Ave and 3rd Ave),New York, NY 10022",https://www.diginn.com/order/,40.757231,-73.97072,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,12:00,20:00,12:00,21:00,1
94,Dig Inn,Midtown South,"275 Madison Ave (Between 39th St and 40th St),New York, NY 10016",https://www.diginn.com/order/,40.751178,-73.980015,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,,,,,0
95,Dig Inn,Midtown West,"40 West 55th Street (Between 5th Ave and 6th Ave),New York, NY 10019",https://www.diginn.com/order/,40.762279,-73.976718,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,20:00,11:00,21:00,0
96,Dig Inn,NoHo/NYU,"691 Broadway (Between W 3rd St and W 4th St),New York, NY 10012",https://www.diginn.com/order/,40.72818,-73.994848,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,0
97,Dig Inn,NoMad,"1178 Broadway (at the corner of Broadway and 28th St),New York, NY 10001",https://www.diginn.com/order/,40.745271,-73.988356,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,0
98,Dig Inn,Pine Street,"80 Pine Street (On the corner of Pine St and Pearl St),New York, NY 10005",https://www.diginn.com/order/,40.706287,-74.007011,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,1
99,Dig Inn,Prudential Center,"800 Boylston Street (Next to Saks Fifth Avenue),Boston, MA 02199",https://www.diginn.com/order/,42.347397,-71.082024,10:30,22:00,10:30,22:00,10:30,22:00,10:30,22:00,10:30,22:00,10:30,22:00,10:30,19:00,0
100,Dig Inn,Rittenhouse Square,"1616 Chestnut Street (Between S 16th Street and S 17th Street),Philadelphia, PA 19103",https://www.diginn.com/order/,39.9511867,-75.1680316,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,1
101,Dig Inn,Rye Ridge,"112 S. Ridge Street (The Rye Ridge Shopping Center),Rye Brook, NY 10573",https://www.diginn.com/order/,41.0031713,-73.6831765,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,1
102,Dig Inn,Seaport,"25 Thomson Place (Between Calvin Pl and Congress St),Boston, MA 02210",https://www.diginn.com/order/,42.351125,-71.04727,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,11:00,21:00,0
103,Dig Inn,SoHo,"70 Prince Street (Corner of Crosby St and Prince St),New York, NY 10012",https://www.diginn.com/order/,40.723768,-73.996931,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,0
104,Dig Inn,Theatre District,"856 8th Avenue (Between W 51st St and W 52nd St),New York, NY 10019",https://www.diginn.com/order/,40.763105,-73.985203,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,0
105,Dig Inn,Tribeca,"412 Greenwich Street (SW corner of Greenwich St and Laight St),New York, NY 10013",https://www.diginn.com/order/,40.72194,-74.009929,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,21:00,11:00,21:00,0
106,Dig Inn,Union Square,"17 East 17th Street (Between Broadway and 5th Ave),New York, NY 10003",https://www.diginn.com/order/,40.737635,-73.99097,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,20:00,11:00,21:00,0
107,Dig Inn,Upper East Side,"1297 Lexington Avenue (Lexington Ave and 87th St),New York, NY 10128",https://www.diginn.com/order/,40.780334,-73.954728,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,1
108,Dig Inn,Upper West Side,"100 West 67th Street (Between Columbus Ave and Broadway),New York, NY 10023",https://www.diginn.com/order/,40.7742145,-73.9814878,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,1
109,Dig Inn,Williamsburg,"166 N 4th Street (Between Bedford and Driggs),Brooklyn, NY 11211",https://www.diginn.com/order/,40.715705,-73.959015,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,1
110,Dos Toros,45th & Lex,"465 Lexington Ave, New York, NY 10017",https://order.dostoros.com/,40.753561,-73.97417,11:00,21:30,11:00,21:30,11:00,21:30,11:00,21:30,11:00,21:30,12:00,21:00,12:00,21:00,1
111,Dos Toros,Upper East Side,"1111 Lexington Ave, New York, NY 10075",https://order.dostoros.com/,40.7738385,-73.9595033,11:00,21:30,11:00,21:30,11:00,21:30,11:00,21:30,11:00,21:30,11:00,21:30,11:00,21:30,1
112,Dos Toros,West Village,"11 Carmine Street, New York, NY 10014",https://order.dostoros.com/,40.7305402,-74.0022667,11:30,22:00,11:30,22:00,11:30,22:00,11:30,22:00,11:30,22:00,11:30,22:00,11:30,22:00,1
